name,category,prompt,negative_prompt
public-access mascot entity — Uncanny,Analog horror,"an uncanny public-access mascot entity with subtly wrong proportions, eerie texture and a memorable silhouette","wrong horror subject, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
hat-wearing shadow figure — Uncanny,Shadow figures,"an uncanny hat-wearing shadow figure with subtly wrong proportions, eerie texture and a memorable silhouette","wrong horror subject, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
porcelain-skinned mutation — Uncanny,Body horror,"an uncanny porcelain-skinned mutation with subtly wrong proportions, eerie texture and a memorable silhouette","wrong horror subject, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
spectral raven — Uncanny,Supernatural animals,"an uncanny spectral raven with subtly wrong proportions, eerie texture and a memorable silhouette","wrong horror subject, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
velvet-winged night creature — Uncanny,Gothic creatures,"an uncanny velvet-winged night creature with subtly wrong proportions, eerie texture and a memorable silhouette","wrong horror subject, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
railway ghost — Uncanny,Ghosts,"an uncanny railway ghost with subtly wrong proportions, eerie texture and a memorable silhouette","wrong horror subject, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
rain-soaked apparition — Uncanny,Apparitions,"an uncanny rain-soaked apparition with subtly wrong proportions, eerie texture and a memorable silhouette","wrong horror subject, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
ancient vampire — Uncanny,Vampires,"an uncanny ancient vampire with subtly wrong proportions, eerie texture and a memorable silhouette","wrong horror subject, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
snowfield werewolf — Uncanny,Werewolves,"an uncanny snowfield werewolf with subtly wrong proportions, eerie texture and a memorable silhouette","wrong horror subject, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
silent mummy — Uncanny,Undead,"an uncanny silent mummy with subtly wrong proportions, eerie texture and a memorable silhouette","wrong horror subject, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
clockwork haunted doll — Uncanny,Haunted dolls,"an uncanny clockwork haunted doll with subtly wrong proportions, eerie texture and a memorable silhouette","wrong horror subject, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
cursed telephone — Uncanny,Cursed objects,"an uncanny cursed telephone with subtly wrong proportions, eerie texture and a memorable silhouette","wrong horror subject, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
candlelit watcher — Uncanny,Occult entities,"an uncanny candlelit watcher with subtly wrong proportions, eerie texture and a memorable silhouette","wrong horror subject, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
many-eyed cosmic entity — Uncanny,Cosmic horror,"an uncanny many-eyed cosmic entity with subtly wrong proportions, eerie texture and a memorable silhouette","wrong horror subject, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
bog guardian — Uncanny,Swamp monsters,"an uncanny bog guardian with subtly wrong proportions, eerie texture and a memorable silhouette","wrong horror subject, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
echoing tunnel creature — Uncanny,Cave creatures,"an uncanny echoing tunnel creature with subtly wrong proportions, eerie texture and a memorable silhouette","wrong horror subject, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
failed synthetic organism — Uncanny,Laboratory subjects,"an uncanny failed synthetic organism with subtly wrong proportions, eerie texture and a memorable silhouette","wrong horror subject, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
distorted emergency-warning face — Uncanny,Analog horror,"an uncanny distorted emergency-warning face with subtly wrong proportions, eerie texture and a memorable silhouette","wrong horror subject, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
bedside silhouette — Uncanny,Shadow figures,"an uncanny bedside silhouette with subtly wrong proportions, eerie texture and a memorable silhouette","wrong horror subject, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
limb-folding creature — Uncanny,Body horror,"an uncanny limb-folding creature with subtly wrong proportions, eerie texture and a memorable silhouette","wrong horror subject, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
many-eyed deer — Uncanny,Supernatural animals,"an uncanny many-eyed deer with subtly wrong proportions, eerie texture and a memorable silhouette","wrong horror subject, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
bell-tower watcher — Uncanny,Gothic creatures,"an uncanny bell-tower watcher with subtly wrong proportions, eerie texture and a memorable silhouette","wrong horror subject, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
library ghost — Uncanny,Ghosts,"an uncanny library ghost with subtly wrong proportions, eerie texture and a memorable silhouette","wrong horror subject, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
stairwell apparition — Uncanny,Apparitions,"an uncanny stairwell apparition with subtly wrong proportions, eerie texture and a memorable silhouette","wrong horror subject, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
masked vampire — Uncanny,Vampires,"an uncanny masked vampire with subtly wrong proportions, eerie texture and a memorable silhouette","wrong horror subject, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
elder werewolf — Uncanny,Werewolves,"an uncanny elder werewolf with subtly wrong proportions, eerie texture and a memorable silhouette","wrong horror subject, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
bog corpse — Uncanny,Undead,"an uncanny bog corpse with subtly wrong proportions, eerie texture and a memorable silhouette","wrong horror subject, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
ventriloquist dummy — Uncanny,Haunted dolls,"an uncanny ventriloquist dummy with subtly wrong proportions, eerie texture and a memorable silhouette","wrong horror subject, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
cursed camera — Uncanny,Cursed objects,"an uncanny cursed camera with subtly wrong proportions, eerie texture and a memorable silhouette","wrong horror subject, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
sigil-bound entity — Uncanny,Occult entities,"an uncanny sigil-bound entity with subtly wrong proportions, eerie texture and a memorable silhouette","wrong horror subject, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
geometric abyss creature — Uncanny,Cosmic horror,"an uncanny geometric abyss creature with subtly wrong proportions, eerie texture and a memorable silhouette","wrong horror subject, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
mangrove stalker — Uncanny,Swamp monsters,"an uncanny mangrove stalker with subtly wrong proportions, eerie texture and a memorable silhouette","wrong horror subject, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
pale cavern giant — Uncanny,Cave creatures,"an uncanny pale cavern giant with subtly wrong proportions, eerie texture and a memorable silhouette","wrong horror subject, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
runaway bio-mechanical subject — Uncanny,Laboratory subjects,"an uncanny runaway bio-mechanical subject with subtly wrong proportions, eerie texture and a memorable silhouette","wrong horror subject, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
training-tape intruder — Uncanny,Analog horror,"an uncanny training-tape intruder with subtly wrong proportions, eerie texture and a memorable silhouette","wrong horror subject, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
streetlight shadow person — Uncanny,Shadow figures,"an uncanny streetlight shadow person with subtly wrong proportions, eerie texture and a memorable silhouette","wrong horror subject, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
organic machine hybrid — Uncanny,Body horror,"an uncanny organic machine hybrid with subtly wrong proportions, eerie texture and a memorable silhouette","wrong horror subject, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
shadow horse — Uncanny,Supernatural animals,"an uncanny shadow horse with subtly wrong proportions, eerie texture and a memorable silhouette","wrong horror subject, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
rose-thorn monster — Uncanny,Gothic creatures,"an uncanny rose-thorn monster with subtly wrong proportions, eerie texture and a memorable silhouette","wrong horror subject, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
harbour ghost — Uncanny,Ghosts,"an uncanny harbour ghost with subtly wrong proportions, eerie texture and a memorable silhouette","wrong horror subject, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
window apparition — Uncanny,Apparitions,"an uncanny window apparition with subtly wrong proportions, eerie texture and a memorable silhouette","wrong horror subject, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
ruined-castle vampire — Uncanny,Vampires,"an uncanny ruined-castle vampire with subtly wrong proportions, eerie texture and a memorable silhouette","wrong horror subject, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
moonlit werewolf — Uncanny,Werewolves,"an uncanny moonlit werewolf with subtly wrong proportions, eerie texture and a memorable silhouette","wrong horror subject, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
undead sailor — Uncanny,Undead,"an uncanny undead sailor with subtly wrong proportions, eerie texture and a memorable silhouette","wrong horror subject, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
antique puppet — Uncanny,Haunted dolls,"an uncanny antique puppet with subtly wrong proportions, eerie texture and a memorable silhouette","wrong horror subject, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
cursed wedding dress — Uncanny,Cursed objects,"an uncanny cursed wedding dress with subtly wrong proportions, eerie texture and a memorable silhouette","wrong horror subject, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
masked occult figure — Uncanny,Occult entities,"an uncanny masked occult figure with subtly wrong proportions, eerie texture and a memorable silhouette","wrong horror subject, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
celestial parasite — Uncanny,Cosmic horror,"an uncanny celestial parasite with subtly wrong proportions, eerie texture and a memorable silhouette","wrong horror subject, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
mud-born entity — Uncanny,Swamp monsters,"an uncanny mud-born entity with subtly wrong proportions, eerie texture and a memorable silhouette","wrong horror subject, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
stalactite mimic — Uncanny,Cave creatures,"an uncanny stalactite mimic with subtly wrong proportions, eerie texture and a memorable silhouette","wrong horror subject, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
sealed-room anomaly — Uncanny,Laboratory subjects,"an uncanny sealed-room anomaly with subtly wrong proportions, eerie texture and a memorable silhouette","wrong horror subject, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
signal-born silhouette — Uncanny,Analog horror,"an uncanny signal-born silhouette with subtly wrong proportions, eerie texture and a memorable silhouette","wrong horror subject, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
corner watcher — Uncanny,Shadow figures,"an uncanny corner watcher with subtly wrong proportions, eerie texture and a memorable silhouette","wrong horror subject, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
flowering humanoid mutation — Uncanny,Body horror,"an uncanny flowering humanoid mutation with subtly wrong proportions, eerie texture and a memorable silhouette","wrong horror subject, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
cursed white owl — Uncanny,Supernatural animals,"an uncanny cursed white owl with subtly wrong proportions, eerie texture and a memorable silhouette","wrong horror subject, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
crypt guardian — Uncanny,Gothic creatures,"an uncanny crypt guardian with subtly wrong proportions, eerie texture and a memorable silhouette","wrong horror subject, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
winter ghost — Uncanny,Ghosts,"an uncanny winter ghost with subtly wrong proportions, eerie texture and a memorable silhouette","wrong horror subject, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
field apparition — Uncanny,Apparitions,"an uncanny field apparition with subtly wrong proportions, eerie texture and a memorable silhouette","wrong horror subject, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
nocturnal vampire hunter — Uncanny,Vampires,"an uncanny nocturnal vampire hunter with subtly wrong proportions, eerie texture and a memorable silhouette","wrong horror subject, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
feral lycanthrope — Uncanny,Werewolves,"an uncanny feral lycanthrope with subtly wrong proportions, eerie texture and a memorable silhouette","wrong horror subject, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
forgotten tomb guardian — Uncanny,Undead,"an uncanny forgotten tomb guardian with subtly wrong proportions, eerie texture and a memorable silhouette","wrong horror subject, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
nursery marionette — Uncanny,Haunted dolls,"an uncanny nursery marionette with subtly wrong proportions, eerie texture and a memorable silhouette","wrong horror subject, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
cursed grandfather clock — Uncanny,Cursed objects,"an uncanny cursed grandfather clock with subtly wrong proportions, eerie texture and a memorable silhouette","wrong horror subject, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
antlered forest omen — Uncanny,Occult entities,"an uncanny antlered forest omen with subtly wrong proportions, eerie texture and a memorable silhouette","wrong horror subject, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
deep-space leviathan — Uncanny,Cosmic horror,"an uncanny deep-space leviathan with subtly wrong proportions, eerie texture and a memorable silhouette","wrong horror subject, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
marsh lantern beast — Uncanny,Swamp monsters,"an uncanny marsh lantern beast with subtly wrong proportions, eerie texture and a memorable silhouette","wrong horror subject, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
subterranean moth creature — Uncanny,Cave creatures,"an uncanny subterranean moth creature with subtly wrong proportions, eerie texture and a memorable silhouette","wrong horror subject, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
obsolete experiment — Uncanny,Laboratory subjects,"an uncanny obsolete experiment with subtly wrong proportions, eerie texture and a memorable silhouette","wrong horror subject, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
station-ident creature — Uncanny,Analog horror,"an uncanny station-ident creature with subtly wrong proportions, eerie texture and a memorable silhouette","wrong horror subject, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
elongated stairwell shadow — Uncanny,Shadow figures,"an uncanny elongated stairwell shadow with subtly wrong proportions, eerie texture and a memorable silhouette","wrong horror subject, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
skinless anatomical apparition — Uncanny,Body horror,"an uncanny skinless anatomical apparition with subtly wrong proportions, eerie texture and a memorable silhouette","wrong horror subject, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
mist-covered wolf — Uncanny,Supernatural animals,"an uncanny mist-covered wolf with subtly wrong proportions, eerie texture and a memorable silhouette","wrong horror subject, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
gargoyle sentinel — Gothic,Gothic creatures,"a gothic interpretation of gargoyle sentinel, ornate dark detail, controlled menace and no explicit gore","wrong horror subject, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
lantern ghost — Gothic,Ghosts,"a gothic interpretation of lantern ghost, ornate dark detail, controlled menace and no explicit gore","wrong horror subject, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
corridor apparition — Gothic,Apparitions,"a gothic interpretation of corridor apparition, ornate dark detail, controlled menace and no explicit gore","wrong horror subject, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
aristocratic vampire — Gothic,Vampires,"a gothic interpretation of aristocratic vampire, ornate dark detail, controlled menace and no explicit gore","wrong horror subject, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
forest werewolf — Gothic,Werewolves,"a gothic interpretation of forest werewolf, ornate dark detail, controlled menace and no explicit gore","wrong horror subject, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
weathered revenant — Gothic,Undead,"a gothic interpretation of weathered revenant, ornate dark detail, controlled menace and no explicit gore","wrong horror subject, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
porcelain haunted doll — Gothic,Haunted dolls,"a gothic interpretation of porcelain haunted doll, ornate dark detail, controlled menace and no explicit gore","wrong horror subject, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
cursed music box — Gothic,Cursed objects,"a gothic interpretation of cursed music box, ornate dark detail, controlled menace and no explicit gore","wrong horror subject, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
ritual-circle entity — Gothic,Occult entities,"a gothic interpretation of ritual-circle entity, ornate dark detail, controlled menace and no explicit gore","wrong horror subject, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
impossible star creature — Gothic,Cosmic horror,"a gothic interpretation of impossible star creature, ornate dark detail, controlled menace and no explicit gore","wrong horror subject, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
moss-covered swamp monster — Gothic,Swamp monsters,"a gothic interpretation of moss-covered swamp monster, ornate dark detail, controlled menace and no explicit gore","wrong horror subject, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
blind cave crawler — Gothic,Cave creatures,"a gothic interpretation of blind cave crawler, ornate dark detail, controlled menace and no explicit gore","wrong horror subject, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
abandoned laboratory specimen — Gothic,Laboratory subjects,"a gothic interpretation of abandoned laboratory specimen, ornate dark detail, controlled menace and no explicit gore","wrong horror subject, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
broadcast interruption figure — Gothic,Analog horror,"a gothic interpretation of broadcast interruption figure, ornate dark detail, controlled menace and no explicit gore","wrong horror subject, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
doorway shadow figure — Gothic,Shadow figures,"a gothic interpretation of doorway shadow figure, ornate dark detail, controlled menace and no explicit gore","wrong horror subject, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
symmetrical flesh construct — Gothic,Body horror,"a gothic interpretation of symmetrical flesh construct, ornate dark detail, controlled menace and no explicit gore","wrong horror subject, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
ghostly black dog — Gothic,Supernatural animals,"a gothic interpretation of ghostly black dog, ornate dark detail, controlled menace and no explicit gore","wrong horror subject, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
cathedral beast — Gothic,Gothic creatures,"a gothic interpretation of cathedral beast, ornate dark detail, controlled menace and no explicit gore","wrong horror subject, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
mourning ghost — Gothic,Ghosts,"a gothic interpretation of mourning ghost, ornate dark detail, controlled menace and no explicit gore","wrong horror subject, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
mirror apparition — Gothic,Apparitions,"a gothic interpretation of mirror apparition, ornate dark detail, controlled menace and no explicit gore","wrong horror subject, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
wandering vampire — Gothic,Vampires,"a gothic interpretation of wandering vampire, ornate dark detail, controlled menace and no explicit gore","wrong horror subject, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
urban werewolf — Gothic,Werewolves,"a gothic interpretation of urban werewolf, ornate dark detail, controlled menace and no explicit gore","wrong horror subject, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
armoured skeleton — Gothic,Undead,"a gothic interpretation of armoured skeleton, ornate dark detail, controlled menace and no explicit gore","wrong horror subject, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
cloth haunted doll — Gothic,Haunted dolls,"a gothic interpretation of cloth haunted doll, ornate dark detail, controlled menace and no explicit gore","wrong horror subject, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
cursed portrait — Gothic,Cursed objects,"a gothic interpretation of cursed portrait, ornate dark detail, controlled menace and no explicit gore","wrong horror subject, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
hooded omen — Gothic,Occult entities,"a gothic interpretation of hooded omen, ornate dark detail, controlled menace and no explicit gore","wrong horror subject, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
void-born observer — Gothic,Cosmic horror,"a gothic interpretation of void-born observer, ornate dark detail, controlled menace and no explicit gore","wrong horror subject, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
reed creature — Gothic,Swamp monsters,"a gothic interpretation of reed creature, ornate dark detail, controlled menace and no explicit gore","wrong horror subject, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
crystal cave predator — Gothic,Cave creatures,"a gothic interpretation of crystal cave predator, ornate dark detail, controlled menace and no explicit gore","wrong horror subject, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
containment-tank humanoid — Gothic,Laboratory subjects,"a gothic interpretation of containment-tank humanoid, ornate dark detail, controlled menace and no explicit gore","wrong horror subject, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
public-access mascot entity — Gothic,Analog horror,"a gothic interpretation of public-access mascot entity, ornate dark detail, controlled menace and no explicit gore","wrong horror subject, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
hat-wearing shadow figure — Gothic,Shadow figures,"a gothic interpretation of hat-wearing shadow figure, ornate dark detail, controlled menace and no explicit gore","wrong horror subject, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
porcelain-skinned mutation — Gothic,Body horror,"a gothic interpretation of porcelain-skinned mutation, ornate dark detail, controlled menace and no explicit gore","wrong horror subject, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
spectral raven — Gothic,Supernatural animals,"a gothic interpretation of spectral raven, ornate dark detail, controlled menace and no explicit gore","wrong horror subject, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
velvet-winged night creature — Gothic,Gothic creatures,"a gothic interpretation of velvet-winged night creature, ornate dark detail, controlled menace and no explicit gore","wrong horror subject, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
railway ghost — Gothic,Ghosts,"a gothic interpretation of railway ghost, ornate dark detail, controlled menace and no explicit gore","wrong horror subject, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
rain-soaked apparition — Gothic,Apparitions,"a gothic interpretation of rain-soaked apparition, ornate dark detail, controlled menace and no explicit gore","wrong horror subject, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
ancient vampire — Gothic,Vampires,"a gothic interpretation of ancient vampire, ornate dark detail, controlled menace and no explicit gore","wrong horror subject, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
snowfield werewolf — Gothic,Werewolves,"a gothic interpretation of snowfield werewolf, ornate dark detail, controlled menace and no explicit gore","wrong horror subject, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
silent mummy — Gothic,Undead,"a gothic interpretation of silent mummy, ornate dark detail, controlled menace and no explicit gore","wrong horror subject, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
clockwork haunted doll — Gothic,Haunted dolls,"a gothic interpretation of clockwork haunted doll, ornate dark detail, controlled menace and no explicit gore","wrong horror subject, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
cursed telephone — Gothic,Cursed objects,"a gothic interpretation of cursed telephone, ornate dark detail, controlled menace and no explicit gore","wrong horror subject, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
candlelit watcher — Gothic,Occult entities,"a gothic interpretation of candlelit watcher, ornate dark detail, controlled menace and no explicit gore","wrong horror subject, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
many-eyed cosmic entity — Gothic,Cosmic horror,"a gothic interpretation of many-eyed cosmic entity, ornate dark detail, controlled menace and no explicit gore","wrong horror subject, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
bog guardian — Gothic,Swamp monsters,"a gothic interpretation of bog guardian, ornate dark detail, controlled menace and no explicit gore","wrong horror subject, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
echoing tunnel creature — Gothic,Cave creatures,"a gothic interpretation of echoing tunnel creature, ornate dark detail, controlled menace and no explicit gore","wrong horror subject, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
failed synthetic organism — Gothic,Laboratory subjects,"a gothic interpretation of failed synthetic organism, ornate dark detail, controlled menace and no explicit gore","wrong horror subject, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
distorted emergency-warning face — Gothic,Analog horror,"a gothic interpretation of distorted emergency-warning face, ornate dark detail, controlled menace and no explicit gore","wrong horror subject, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
bedside silhouette — Gothic,Shadow figures,"a gothic interpretation of bedside silhouette, ornate dark detail, controlled menace and no explicit gore","wrong horror subject, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
limb-folding creature — Gothic,Body horror,"a gothic interpretation of limb-folding creature, ornate dark detail, controlled menace and no explicit gore","wrong horror subject, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
many-eyed deer — Gothic,Supernatural animals,"a gothic interpretation of many-eyed deer, ornate dark detail, controlled menace and no explicit gore","wrong horror subject, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
bell-tower watcher — Gothic,Gothic creatures,"a gothic interpretation of bell-tower watcher, ornate dark detail, controlled menace and no explicit gore","wrong horror subject, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
library ghost — Gothic,Ghosts,"a gothic interpretation of library ghost, ornate dark detail, controlled menace and no explicit gore","wrong horror subject, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
stairwell apparition — Gothic,Apparitions,"a gothic interpretation of stairwell apparition, ornate dark detail, controlled menace and no explicit gore","wrong horror subject, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
masked vampire — Gothic,Vampires,"a gothic interpretation of masked vampire, ornate dark detail, controlled menace and no explicit gore","wrong horror subject, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
elder werewolf — Gothic,Werewolves,"a gothic interpretation of elder werewolf, ornate dark detail, controlled menace and no explicit gore","wrong horror subject, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
bog corpse — Gothic,Undead,"a gothic interpretation of bog corpse, ornate dark detail, controlled menace and no explicit gore","wrong horror subject, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
ventriloquist dummy — Gothic,Haunted dolls,"a gothic interpretation of ventriloquist dummy, ornate dark detail, controlled menace and no explicit gore","wrong horror subject, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
cursed camera — Gothic,Cursed objects,"a gothic interpretation of cursed camera, ornate dark detail, controlled menace and no explicit gore","wrong horror subject, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
sigil-bound entity — Gothic,Occult entities,"a gothic interpretation of sigil-bound entity, ornate dark detail, controlled menace and no explicit gore","wrong horror subject, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
geometric abyss creature — Gothic,Cosmic horror,"a gothic interpretation of geometric abyss creature, ornate dark detail, controlled menace and no explicit gore","wrong horror subject, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
mangrove stalker — Gothic,Swamp monsters,"a gothic interpretation of mangrove stalker, ornate dark detail, controlled menace and no explicit gore","wrong horror subject, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
pale cavern giant — Gothic,Cave creatures,"a gothic interpretation of pale cavern giant, ornate dark detail, controlled menace and no explicit gore","wrong horror subject, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
runaway bio-mechanical subject — Gothic,Laboratory subjects,"a gothic interpretation of runaway bio-mechanical subject, ornate dark detail, controlled menace and no explicit gore","wrong horror subject, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
training-tape intruder — Gothic,Analog horror,"a gothic interpretation of training-tape intruder, ornate dark detail, controlled menace and no explicit gore","wrong horror subject, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
